id,link,name,title,text
973,https://braininspired.co/podcast/65/,Thomas Serre,BI 065 Thomas Serre: How Recurrence Helps Vision,"Thomas and I discuss the role of recurrence in visual cognition: how brains somehow excel with so few “layers” compared to deep nets, how feedback recurrence can underlie visual reasoning, how LSTM gate-like processing could explain the function of canonical cortical microcircuits, the current limitations of deep learning networks like adversarial examples, and a bit of history in modeling our hierarchical visual system, including his work with the HMAX model and interacting with the deep learning folks as convolutional neural networks were being developed."
970,https://braininspired.co/podcast/64/,Galit Shmueli,BI 064 Galit Shmueli: Explanation vs. Prediction,"Galit and I discuss the independent roles of prediction and explanation in scientific models, their history and eventual separation in the philosophy of science, how they can inform each other, and how statisticians like Galit view the current deep learning explosion."
967,https://braininspired.co/podcast/63/,Uri Hasson,BI 063 Uri Hasson: The Way Evolution Does It,"Uri and I discuss his recent perspective that conceives of brains as super-over-parameterized models that try to fit everything as exactly as possible rather than trying to abstract the world into usable models. He was inspired by the way artificial neural networks overfit data when they can, and how evolution works the same way on a much slower timescale."
958,https://braininspired.co/podcast/62/,Stefan Leijnen,BI 062 Stefan Leijnen: Creativity and Constraint,"Stefan and I discuss creativity and constraint in artificial and biological intelligence. We talk about his Asimov Institute and its goal of artificial creativity and constraint, different types and functions of creativity, the neuroscience of creativity and its relation to intelligence, how constraint is an essential factor in all creative processes, and how computational accounts of intelligence may need to be discarded to account for our unique creative abilities."
954,https://braininspired.co/podcast/61/,Jörn Diedrichsen,BI 061 Jörn Diedrichsen and Niko Kriegeskorte: Brain Representations,"Jörn, Niko and I continue the discussion of mental representation from last episode with Michael Rescorla, then we discuss their review paper, Peeling The Onion of Brain Representations, about different ways to extract and understand what information is represented in measured brain activity patterns."
954b,https://braininspired.co/podcast/61/,Niko Kriegeskorte,BI 061 Jörn Diedrichsen and Niko Kriegeskorte: Brain Representations,"Jörn, Niko and I continue the discussion of mental representation from last episode with Michael Rescorla, then we discuss their review paper, Peeling The Onion of Brain Representations, about different ways to extract and understand what information is represented in measured brain activity patterns."
948,https://braininspired.co/podcast/60/,Michael Rescorla,BI 060 Michael Rescorla: Mind as Representation Machine,"Michael and I discuss the philosophy and a bit of history of mental representation including the computational theory of mind and the language of thought hypothesis, how science and philosophy interact, how representation relates to computation in brains and machines, levels of computational explanation, and we discuss some examples of representational approaches to mental processes like bayesian modeling."
944,https://braininspired.co/podcast/59/,Wolfgang Maass,BI 059 Wolfgang Maass: How Do Brains Compute?,"In this second part of my discussion with Wolfgang (check out the first part), we talk about spiking neural networks in general, principles of brain computation he finds promising for implementing better network models, and we quickly overview some of his recent work on using these principles to build models with biologically plausible learning mechanisms, a spiking network analog of the well-known LSTM recurrent network, and meta-learning using reservoir computing."
940,https://braininspired.co/podcast/58/,Wolfgang Maass,BI 058 Wolfgang Maass: Computing Brains and Spiking Nets,"In this first part of our conversation, Wolfgang and I discuss the state of theoretical and computational neuroscience, and how experimental results in neuroscience should guide theories and models to understand and explain how brains compute. We also discuss brain-machine interfaces, neuromorphics, and more. In the next part (to be released soon), we discuss principles of brain processing to inform and constrain theories of computations, and we briefly talk about some of his most recent work making spiking neural networks that incorporate some of these brain processing principles."
937,https://braininspired.co/podcast/57/,Nicole Rust,BI 057 Nicole Rust: Visual Memory and Novelty,"Nicole and I discuss how a signature for visual memory can be coded among the same population of neurons known to encode object identity, how the same coding scheme arises in convolutional neural networks trained to identify objects, and how neuroscience and machine learning (reinforcement learning) can join forces to understand how curiosity and novelty drive efficient learning. "
932,https://braininspired.co/podcast/56/,Tom Griffiths,BI 056 Tom Griffiths: The Limits of Cognition,"I speak with Tom Griffiths about his “resource-rational framework”, inspired by Herb Simon’s bounded rationality and Stuart Russel’s bounded optimality concepts. The resource-rational framework illuminates how the constraints of optimizing our available cognition can help us understand what algorithms our brains use to get things done, and can serve as a bridge between Marr’s computational, algorithmic, and implementation levels of understanding. We also talk cognitive prostheses, artificial general intelligence, consciousness, and more."
923,https://braininspired.co/podcast/55/,Thomas Naselaris,BI 055 Thomas Naselaris: Seeing Versus Imagining,"Thomas and I talk about what happens in the brain’s visual system when you see something versus imagine it. He uses generative encoding and decoding models and brain signals like fMRI and EEG to test the nature of mental imagery. We also discuss the huge fMRI dataset of natural images he’s collected to infer models of the entire visual system, how we’ve still not tapped the potential of fMRI, and more."
913,https://braininspired.co/podcast/54/,Kanaka Rajan,BI 054 Kanaka Rajan: How Do We Switch Behaviors?,"Kanaka and I discuss a few different ways she uses recurrent neural networks to understand how brains give rise to behaviors. We talk about her work showing how neural circuits transition from active to passive coping behavior in zebrafish, and how RNNs could be used to understand how we switch tasks in general and how we multi-task. Plus the usual fun speculation, advice, and more."
910,https://braininspired.co/podcast/53/,Jon Brennan,BI 053 Jon Brennan: Linguistics in Minds and Machines,"Jon and I discuss understanding the syntax and semantics of language in our brains. He uses linguistic knowledge at the level of sentence and words, neurocomputational models, and neural data like EEG and fMRI to figure out how we process and understand language while listening to the natural language found in everyday conversations and stories. I also get his take on the current state of natural language processing and other AI advances, and how linguistics, neurolinguistics, and AI can contribute to each other. "
904,https://braininspired.co/podcast/52/,Andrew Saxe,BI 052 Andrew Saxe: Deep Learning Theory,"Andrew and I discuss his work exploring how various facets of deep networks contribute to their function, i.e. deep network theory. We talk about what he’s learned by studying linear deep networks and asking how depth and initial weights affect learning dynamics, when replay is appropriate (and when it’s not), how semantics develop, and what it all might tell us about deep learning in brains."
887,https://braininspired.co/podcast/51/,Jess Hamrick,BI 051 Jess Hamrick: Mental Simulation and Construction,"Jess and I discuss construction using graph neural networks. She makes AI agents that build structures to solve tasks in a simulated blocks and glue world using graph neural networks and deep reinforcement learning. We also discuss her work modeling mental simulation in humans and how it could be implemented in machines, and plenty more."
861,https://braininspired.co/podcast/50/,Kyle Dunovan,BI 050 Kyle Dunovan: Academia to Industry,"Kyle and I talk about his work modeling the basal ganglia and its circuitry to control whether we take an action and how we select among alternative actions. We also reflect on his experiences in academia, the larger picture of what it’s like in graduate school and after – at least in a computational neuroscience program – why he left, what he’s doing now, and how it all fits together."
800,https://braininspired.co/podcast/49/,Phillip Alvelda,BI 049 Phillip Alvelda: Trustworthy Brain Machines,"Phillip and I discuss his company Brainworks, which uses the latest neuroscience to build AI into its products. We talk about their first product, Ambient Biometrics, that measures vital signs using your smartphone’s camera. We also dive into entrepreneurship in the AI startup world, ethical issues in AI, his early days using neural networks at NASA, where he thinks this is all headed, and more."
796,https://braininspired.co/podcast/48/,Liz Spelke,BI 048 Liz Spelke: What Makes Us Special?,"Liz and I discuss her work on cognitive development, specially in infants, and what it can tell us about what makes human cognition different from other animals, what core cognitive abilities we’re born with, and how those abilities may form the foundation for much of our other cognitive abilities to develop. We also talk about natural language as the potential key faculty that synthesizes our early core abilities into the many higher cognitive functions that make us unique as a species, the potential for AI to capitalize on what we know about cognition in infants, plus plenty more."
794,https://braininspired.co/podcast/47/,David Poeppel,BI 047 David Poeppel: Wrong in Interesting Ways,"In this second part of our conversation, David and I discuss his thoughts about current language and speech techniques in AI, his thoughts about the prospects of artificial general intelligence, the challenge of mapping the parts of linguistics onto the parts of neuroscience, the state of graduate training, and more."
788,https://braininspired.co/podcast/46/,David Poeppel,BI 046 David Poeppel: From Sounds to Meanings,"David and I talk about his work to understand how sound waves floating in the air get transformed into meaningful concepts in your mind. He studies speech processing and production, language, music, and everything in between, approaching his work with steadfast principles to help frame what it means to understand something scientifically. We discuss many of the hurdles to understanding how our brains work and making real progress in science, plus a ton more."
774,https://braininspired.co/podcast/45/,Raia Hadsell,BI 045 Raia Hadsell: Robotics and Deep RL,"Raia and I discuss her work at DeepMind figuring out how to build robots using deep reinforcement learning to do things like navigate cities and generalize intelligent behaviors across different tasks. We also talk about challenges specific for embodied AI (robots), how much of it takes inspiration from neuroscience, and lots more."
770,https://braininspired.co/podcast/44/,Talia Konkle,BI 044 Talia Konkle: Turning Vision On Its Side,"Talia and I discuss her work on how our visual system is organized topographically, and divides into three main categories: big inanimate things, small inanimate things, and animals. Her work is unique in that it focuses not on the classic hierarchical processing of vision (though she does that, too), but what kinds of things are represented along that hierarchy. She also uses deep networks to learn more about the visual system. We also talk about her keynote talk at the Cognitive Computational Neuroscience conference and plenty more."
763,https://braininspired.co/podcast/43/,Anna Schapiro,BI 043 Anna Schapiro: Learning in Hippocampus and Cortex,"How does knowledge in the world get into our brains and integrated with the rest of our knowledge and memories? Anna and I talk about the complementary learning systems framework introduced in 1995 that posits a fast episodic hippopcampal learning system and a slower statistical cortical learning system. We then discuss her work that advances and adds missing pieces to the CLS framework, and explores how sleep and sleep cycles contribute to the process. We also discuss how her work might contribute to AI systems by using multiple types of memory buffers, a little about being a woman in science, and how it’s going with her brand new lab."
760,https://braininspired.co/podcast/42/,Brad Aimone,BI 042 Brad Aimone: Brains at the Funeral of Moore’s Law,Brad and I discuss how Moore’s law is on its last legs and his ideas for how neuroscience – in particular neural algorithms – may help computing continue to scale in a post-Moore’s law world. We also discuss neuromporphics in general and more
757,https://braininspired.co/podcast/41/,Brad Aimone,BI 041 Brad Aimone: Neurogenesis and Spiking in Deep Nets,"Brad and I discuss the state of neuromorphics and its relation to neuroscience and artificial intelligence.  He describes his work adding new neurons to deep learning networks during training, called neurogenesis deep learning, inspired by how neurogenesis in the dentate gyrus of the hippocampus helps learn new things while keeping previous memories intact. We also talk about his method to transform deep learning networks into spiking neural networks so they can run on neuromorphic hardware, and the neuromorphics workshop he puts on every year, the Neuro Inspired Computational Elements (NICE) workshop."
753,https://braininspired.co/podcast/40/,Nando de Freitas,"BI 040 Nando de Freitas: Enlightenment, Compassion, Survival","Nando is a principal scientist at Deepmind and has an appointment at CIFAR, the Canadian Institute for Advanced Research. We talk about why he studies artificial intelligence, many of his current projects advancing machine learning in modern challenging areas like meta-learning, teaching machines how to program other machines, training networks using few training examples, and more. "
749,https://braininspired.co/podcast/39/,Anne Churchland,"BI 039 Anne Churchland: Decisions, Lapses, and Fidgets","Anne and I discuss her work elucidating how populations of neurons underly decision-making in mouse brains. We talk about how movement related activity dominates neural activity during decisions, how lapses may reflect exploration of options, a rubric for characterizing animal experiments, her Anne’s List repository to help all of us invite female systems neuroscientists to speak at conferences, and a lot more"
740,https://braininspired.co/podcast/38/,Máté Lengyel,BI 038 Máté Lengyel: Probabilistic Perception and Learning,"Máté and I discuss his work on probabilistic internal models to understand perception and learning and their inherent uncertainty in our brains, bayesian theory, how his models relate to modern deep learning, and lots more."
736,https://braininspired.co/podcast/37/,Nathaniel Daw,BI 037 Nathaniel Daw: Thinking the Right Thoughts,"Nathaniel and I discuss his work on model-based and model-free reinforcement learning, how replay in the hippocampus can help of conjure appropriate memories to plan actions, neuropsychiatric disorders, and more."
732,https://braininspired.co/podcast/36/,Roshan Cools,BI 036 Roshan Cools: Cognitive Control and Dopamine,"Roshan and I discuss her work on the role of dopamine on our meta-control of cognition (cognitive control) in the basal ganglia and prefrontal cortex, the role of dopamine in reinforcement learning, how artificial intelligence might incorporate principles of neuromodulation to improve algorithms, being a woman in science, and much more."
730,https://braininspired.co/podcast/35/,Tim Behrens,"BI 035 Tim Behrens: Abstracting & Generalizing Knowledge, & Human Replay","Tim and I talk about the upcoming Cognitive Computational Neuroscience conference, where he’ll be delivering a keynote address, conferences in general, his Tolman Eichenbaum machine that mimics neurons in the hippocampus and entorhinal cortex to abstract and generalize the structure of knowledge, his work using MEG to measure replay in humans, and more."
717,https://braininspired.co/podcast/34/,Tony Zador,BI 034 Tony Zador: How DNA and Evolution Can Inform AI,"Tony and I talk about his idea that AI should take inspiration from DNA. That is, DNA through evolution can be thought of as a compressed bottleneck of innate information for our brains to start with, unlike the tabula rasa deep learning systems in vogue these days. We also talk about his experiences starting the COSYNE conference, his work with auditory decision making in rodents, how he plans to revolutionize neuroscience using DNA barcodes to solve the connectome, and more."
713,https://braininspired.co/podcast/33/,Federico Turkheimer,BI 033 Federico Turkheimer: Weak Versus Strong Emergence,"Federico and I discuss the difference between weak and strong emergence and how they relate to theories about brain function and consciousness, like the free energy principle, integrated information theory, and oscillatory mechanisms."
710,https://braininspired.co/podcast/32/,Rafal Bogacz,BI 032 Rafal Bogacz: Back-Propagation in Brains,"Rafal and I discuss many of the ways back-propagation could be approximated in brains as detailed in his recent Trends in Cognitive Sciences review. We also cover how brains and machines learn, the free energy principle with its predictions and implications related to back-prop and understanding brains in general, and more."
706,https://braininspired.co/podcast/31/,Francisco de Sousa Webber,BI 031 Francisco de Sousa Webber: Natural Language Understanding,"Francisco and I discuss language and brains, his company cortical.io that uses his Semantic Folding Theory about how brains process language to perform natural language processing on text for many purposes, and the world of making and running companies like his own."
697,https://braininspired.co/podcast/30/,Jay McClelland,BI 030 Jay McClelland: Mathematical Reasoning and PDP,"Jay and I discuss his rather ambitious project to implement mathematical reasoning in an AI agent. Plus his prominent role in and experience of the history of parallel distributed processing and neural network architectures taking over symbolic “good ol’ fashioned artificial intelligence” in the 1980s, and lots more."
692,https://braininspired.co/podcast/29/,Paul Humphreys,BI 029 Paul Humphreys & Zac Irving: Emergence & Mind Wandering,"Paul, Zac, and I discuss the philosophy of emergence, the neuroscience and philosophy of mind wandering and spontaneous thought, and how both of these may fit in the realm of artificial intelligence and consciousness. Plus, we talk about the role of philosophy in neuroscience and AI, and more."
692b,https://braininspired.co/podcast/29/,Zac Irving,BI 029 Paul Humphreys & Zac Irving: Emergence & Mind Wandering,"Paul, Zac, and I discuss the philosophy of emergence, the neuroscience and philosophy of mind wandering and spontaneous thought, and how both of these may fit in the realm of artificial intelligence and consciousness. Plus, we talk about the role of philosophy in neuroscience and AI, and more."
652,https://braininspired.co/podcast/28/,Sam Gershman,BI 028 Sam Gershman: Free Energy Principle & Human Machines,"Sam and I talk about the Free Energy Principle and how it relates to the Bayesian Brain Hypothesis, all under the realm of predictive coding. We also discuss some of the ingredients currently missing from deep learning approaches if we want machines to learn and think more like humans."
642,https://braininspired.co/podcast/27/,Ioana Marinescu,BI 027 Ioana Marinescu & Konrad Kording: Causality in Quasi-Experiments,"Ioana, Konrad, and I talk about ways causality can be inferred using data from quasi-experiments, the role economics and econometrics has played, causality in AI, some of the ins and outs of marriage in academia, and plenty more."
642b,https://braininspired.co/podcast/27/,Konrad Kording,BI 027 Ioana Marinescu & Konrad Kording: Causality in Quasi-Experiments,"Ioana, Konrad, and I talk about ways causality can be inferred using data from quasi-experiments, the role economics and econometrics has played, causality in AI, some of the ins and outs of marriage in academia, and plenty more."
638,https://braininspired.co/podcast/26/,Kendrick Kay,BI 026 Kendrick Kay: A Model By Any Other Name,"Kendrick and I discuss his models that predict how the human brain responds to pictures of faces and words, how we make decisions about those pictures, and how our brain gears up for such tasks. We also discuss models in general- what they are, how we should judge them, and so on, plus a few of his other projects and…. wait for it… lots more."
634,https://braininspired.co/podcast/25/,John Krakauer,BI 025 John Krakauer: Understanding Cognition,"John and I discuss how understanding behaviors first will improve understanding how brains generate those behaviors, the state of neuroscience, plus the role of philosophy in science, lots of resources along those lines, and lots more."
630,https://braininspired.co/podcast/24/,Tim Behrens,BI 024 Tim Behrens: Cognitive Maps,"Tim and I discuss his work suggesting grid cell-like coding could provide a map for us to navigate abstract concepts in our minds – a cognitive map. We talk about the discovery of place cells and grid cells and the work suggesting they contribute to spatial navigation. We also touch on how Tim’s work is related to meta-reinforcement learning (a la Matt Botvinick, see episode 21), and how grid cell codes might contribute to AI systems moving forward."
625,https://braininspired.co/podcast/23/,Marcel van Gerven,BI 023 Marcel van Gerven: Mind Decoding with GANs,"Marcel and I discuss his recent work using generative adversarial networks to decode brain activity to reconstruct images people saw, his work to restore vision to blind humans by stimulating early visual cortex, general AI, and even — shutter — consciousness a bit."
622,https://braininspired.co/podcast/22/,Melanie Mitchell,"BI 022 Melanie Mitchell: Complexity, and AI Shortcomings","Melanie and I talk about the limitations of artificial intelligence in its current deep learning state (a la her New York Times Op-Ed), what AI needs to proceed toward general AI, what complexity is and how it relates to the fields of AI and neuroscience, and plenty more. "
616,https://braininspired.co/podcast/21/,Matt Botvinick,BI 021 Matt Botvinick: Neuroscience and AI at DeepMind,"Matt and I discuss his neuroscience and AI research at DeepMind, including how AI benefits from neuroscience, his work on meta-reinforcement learning to create systems that learn more efficiently, how meta-reinforcement learning might be implemented in a neural circuit involving the prefrontal cortex and the dopamine system, how theory of mind might be implemented in machines to help them understand each other and to help us understand them, and a lot more."
611,https://braininspired.co/podcast/20/,Anna Wexler,BI 020 Anna Wexler: Stimulate Your Brain?,"Anna and I discuss home and DIY use of neurotechnology- specifically transcranial direct current stimulation (tDCS) and electroencephalography (EEG) products marketed to improve cognition. We talk about who uses these products and for what (enhancement or self-treatment), how they get marketed, and the possibilities for how they may get regulated. "
608,https://braininspired.co/podcast/19/,Julie Grollier,BI 019 Julie Grollier: Spintronic Neuromorphic Nano-Oscillators!,"Julie and I discuss her work using spintronic nano-devices to implement bio-inspired computing and neural networks in hardware. We talk about neuromorphic chips in general, their history, how they could solve the energy efficiency problem, where it’s all headed, some of the physics behind her nano-oscillators, and more."
602,https://braininspired.co/podcast/18/,Dean Buonomano,BI 018 Dean Buonomano: Time in Brains and AI,"Dean and I talk about how time and duration is encoded in the brain, how he implemented timing and sequences using short-term synaptic plasticity, in neuronal cultures, and in recurrent neural networks. We also discuss the subjective nature of time, consciousness, and how time might be implemented in future general AI."
599,https://braininspired.co/podcast/17/,Jeff Hawkins,"BI 017 Jeff Hawkins: Location, Location, Location","Jeff and I discuss his new framework to understand how our cortex functions by building models of complete objects in all the cortical columns throughout the cortex. We also talk about his book On Intelligence, and I get his take on a number of other topics. "
594,https://braininspired.co/podcast/16/,Ryota Kanai,BI 016 Ryota Kanai: Artificial Consciousness,"Ryota and I discuss his two goals – to implement the functions of consciousness, and to figure out how to measure whether a given system (human, AI, etc) has consciousness. We also talk about his paper implementing curiosity and empowerment as intrinsic motivation in a reinforcement learning AI agent. Plus much more."
591,https://braininspired.co/podcast/15/,Terrence Sejnowski,BI 015 Terrence Sejnowski: How to Start a Deep Learning Revolution,"Terry and I talk about his new book, The Deep Learning Revolution, about the past, present, and future of deep learning. Plus his super-popular online course Learning How To Learn with Barbara Oakley."
588,https://braininspired.co/podcast/14/,Konrad Kording,"BI 014 Konrad Kording: Regulators, Mount Up!","Konrad and I discuss his work automatically detecting potential image fraud in scientific papers, his take on consciousness, and plenty more."
576,https://braininspired.co/podcast/13/,Dileep George,BI 013 Dileep George: Vicarious Robot AI,"Dileep and I talk about how his company, Vicarious, aims to create general artificial intelligence for robots, using tons of inspiration from brain structure and function. We also discuss his recent graphical model that, among other things, breaks CAPTCHAs with very few training examples."
572,https://braininspired.co/podcast/12/,Niko Kriegeskorte,"BI 012 Niko Kriegeskorte: Black Box, White Box","Niko and I discuss cognitive computational neuroscience as an emerging fusion between cognitive science, computational neuroscience, and artificial intelligence – and how it all fits together. Plus we talk about the conference by that name."
567,https://braininspired.co/podcast/11/,Grace Lindsay,BI 011 Grace Lindsay: Visual Attention in CNNs,"Grace shares her recent work adding an attention signal to convolutional neural networks – ones that emulate the ventral visual stream in the brain – to test the “feature gain similarity” model of attention. Lots more, of course. Click the show to access the show notes. "
564,https://braininspired.co/podcast/10/,Adam Marblestone,BI 010 Adam Marblestone: Brain Cost Functions,"Adam and I discuss the possibility there are cost functions optimized in the brain, where and how it might work, Marvin Minsky’s Society of Mind, and lots more."
561,https://braininspired.co/podcast/9/,Blake Richards,BI 009 Blake Richards: Deep Learning in the Brain,"Blake and I discuss his recent work exploring one way credit assignment could occur in the brain, using different regions within a single cortical neuron to encode the necessary signal."
557,https://braininspired.co/podcast/8/,Joshua Glaser,BI 008 Joshua Glaser: Supervised ML for Neuroscience,"Josh and I talk about all the ways supervised machine learning can be used in neuroscience research, and we walk through how a variety of machine learning algorithms perform decoding on a few neural data sets."
550,https://braininspired.co/podcast/7/,Daniel Yamins,BI 007 Daniel Yamins: Infant AI and CNNs,"In this episode, Dan Yamins and I talk about how he uses hierarchical convolutional neural networks to model the ventral visual stream, finding that the units in his model correspond to neurons in progressive layers of the brain. We also delve into the AI agents he develops that learn how to play through intrinsic motivation. Click the episode to get the show notes."
148,https://braininspired.co/podcast/bi-006-ryan-poplin-deep-solutions/,Ryan Poplin,BI 006 Ryan Poplin: Deep Solutions,"Ryan and I go deep (pun intended) on convolutional neural networks and how he uses them to solve problems in medical risk factor discovery and improve genome sequencing, and more. Click the episode for the show notes"
145,https://braininspired.co/podcast/5/,David Sussillo,BI 005 David Sussillo: RNNs are Back!,"David and I cover recurrent neural networks (RNNs), his work using RNNs to study motor brain processes, how dynamical systems theory is a useful approach to brains and AI, and more. Click the episode for the show notes."
140,https://braininspired.co/podcast/bi-004-mark-humphries-learning-to-remember/,Mark Humphries,BI 004 Mark Humphries: Learning to Remember,"What does it mean to be a neural data scientist? Mark and I talk about that, his work discovering how rat prefrontal cortex learns to remember, and a bunch of AI topics he’s written about via his Medium blog. Click the episode for the show notes"
138,https://braininspired.co/podcast/bi-003-blake-porter-effortful-rats/,Blake Porter,BI 003 Blake Porter: Effortful Rats,"Blake and I talk about his work studying effort and decision making in the hippocampus of rats, how AI bots are taking over the gaming world, and more. Click the episode for the show notes"
136,https://braininspired.co/podcast/bi-002-steven-potter-part-2-brains-in-dishes/,Steven Potter,BI 002 Steven Potter Part 2: Brains in Dishes,"We talk about how he got the embodied cultured networks to actually work, the hurdles they had to jump through, the rise of citizen science, the Maker movement, and more. Click the episode for the show notes"
133,https://braininspired.co/podcast/bi-001-steven-potter-brains-in-dishes/,Steven Potter,BI 001 Steven Potter: Brains in Dishes,"We talk about his embodied cultured networks, the neuron-robot hybrid system, how brains work and learn and how that’s related to AI, and more. Click the episode for the show notes"
